[k](T+),F(S+),S+,[K-k](T-),F(S-),S-,S+ U S-,F(S+ U S-),graphid
0,115.00000000000001,set(),0,115.00000000000001,set(),set(),115.00000000000001,2
0,115.00000000000001,set(),2,129.3333333333334,"{45, 46}","{45, 46}",129.3333333333334,2
1,131.33333333333337,{42},1,123.83333333333336,{45},"{42, 45}",137.83333333333337,2
2,142.0,"{42, 44}",0,115.00000000000001,set(),"{42, 44}",142.0,2
0,115.00000000000001,set(),4,139.83333333333337,"{32, 37, 45, 46}","{32, 37, 45, 46}",139.83333333333337,2
1,131.33333333333337,{42},3,135.00000000000003,"{37, 45, 46}","{42, 45, 37, 46}",146.50000000000006,2
2,142.0,"{42, 44}",2,129.3333333333334,"{45, 46}","{42, 44, 45, 46}",149.6666666666667,2
3,149.66666666666669,"{42, 44, 47}",1,123.83333333333336,{45},"{42, 44, 45, 47}",153.50000000000006,2
4,156.33333333333334,"{42, 44, 28, 47}",0,115.00000000000001,set(),"{42, 44, 28, 47}",156.33333333333334,2
0,115.00000000000001,set(),6,148.83333333333337,"{32, 37, 8, 45, 46, 48}","{32, 48, 37, 8, 45, 46}",148.83333333333337,2
1,131.33333333333337,{42},5,144.33333333333337,"{32, 37, 8, 45, 46}","{32, 37, 8, 42, 45, 46}",152.33333333333334,2
2,142.0,"{42, 44}",4,139.83333333333337,"{32, 37, 45, 46}","{32, 37, 42, 44, 45, 46}",154.50000000000009,2
3,149.66666666666669,"{42, 44, 47}",3,135.00000000000003,"{37, 45, 46}","{37, 42, 44, 45, 46, 47}",158.16666666666674,2
4,156.33333333333334,"{42, 44, 28, 47}",2,129.3333333333334,"{45, 46}","{45, 42, 44, 28, 46, 47}",160.1666666666667,2
5,161.00000000000003,"{42, 44, 47, 24, 28}",1,123.83333333333336,{45},"{45, 24, 42, 44, 28, 47}",162.50000000000003,2
6,165.00000000000003,"{42, 44, 14, 47, 24, 28}",0,115.00000000000001,set(),"{24, 42, 44, 28, 14, 47}",165.00000000000003,2
0,118.75,set(),0,118.75,set(),set(),118.75,3
0,118.75,set(),2,131.66666666666674,"{45, 46}","{45, 46}",131.66666666666674,3
1,138.5,{42},1,126.33333333333333,{45},"{42, 45}",143.83333333333334,3
2,153.0,"{42, 44}",0,118.75,set(),"{42, 44}",153.0,3
0,118.75,set(),4,142.83333333333331,"{8, 37, 45, 46}","{8, 37, 45, 46}",142.83333333333331,3
1,138.5,{42},3,137.25000000000003,"{37, 45, 46}","{42, 45, 37, 46}",152.08333333333331,3
2,153.0,"{42, 44}",2,131.66666666666674,"{45, 46}","{42, 44, 45, 46}",158.91666666666669,3
3,162.75,"{42, 44, 28}",1,126.33333333333333,{45},"{42, 45, 44, 28}",164.41666666666669,3
4,171.0,"{42, 44, 28, 47}",0,118.75,set(),"{42, 44, 28, 47}",171.0,3
0,118.75,set(),6,152.91666666666663,"{32, 37, 8, 45, 46, 48}","{32, 48, 37, 8, 45, 46}",152.91666666666663,3
1,138.5,{42},5,148.16666666666669,"{32, 37, 8, 45, 46}","{32, 37, 8, 42, 45, 46}",160.08333333333337,3
2,153.0,"{42, 44}",4,142.83333333333331,"{8, 37, 45, 46}","{37, 8, 42, 44, 45, 46}",164.16666666666666,3
3,162.75,"{42, 44, 28}",3,137.25000000000003,"{37, 45, 46}","{45, 37, 42, 44, 28, 46}",168.6666666666667,3
4,171.0,"{42, 44, 28, 47}",2,131.66666666666674,"{45, 46}","{45, 42, 44, 28, 46, 47}",173.33333333333334,3
5,176.75,"{42, 12, 44, 47, 28}",1,126.33333333333333,{45},"{45, 42, 12, 28, 44, 47}",177.66666666666666,3
6,181.5,"{41, 42, 12, 44, 47, 28}",0,118.75,set(),"{41, 42, 12, 28, 44, 47}",181.5,3
0,118.99999999999993,set(),0,118.99999999999993,set(),set(),118.99999999999993,4
0,118.99999999999993,set(),2,131.89999999999992,"{45, 46}","{45, 46}",131.89999999999992,4
1,149.39999999999992,{42},1,126.64999999999992,{45},"{42, 45}",154.14999999999995,4
2,168.39999999999995,"{42, 44}",0,118.99999999999993,set(),"{42, 44}",168.39999999999995,4
0,118.99999999999993,set(),4,143.1999999999999,"{8, 37, 45, 46}","{8, 37, 45, 46}",143.1999999999999,4
1,149.39999999999992,{42},3,137.49999999999991,"{37, 45, 46}","{42, 45, 37, 46}",160.7833333333333,4
2,168.39999999999995,"{42, 44}",2,131.89999999999992,"{45, 46}","{42, 44, 45, 46}",172.8,4
3,178.39999999999998,"{42, 44, 28}",1,126.64999999999992,{45},"{42, 45, 44, 28}",180.09999999999997,4
4,186.20000000000002,"{42, 44, 28, 47}",0,118.99999999999993,set(),"{42, 44, 28, 47}",186.20000000000002,4
0,118.99999999999993,set(),6,153.98333333333326,"{32, 37, 8, 45, 46, 48}","{32, 48, 37, 8, 45, 46}",153.98333333333326,4
1,149.39999999999992,{42},5,148.5666666666666,"{32, 37, 8, 45, 46}","{32, 37, 8, 42, 45, 46}",166.81666666666666,4
2,168.39999999999995,"{42, 44}",4,143.1999999999999,"{8, 37, 45, 46}","{37, 8, 42, 44, 45, 46}",175.28333333333336,4
3,178.39999999999998,"{42, 44, 28}",3,137.49999999999991,"{37, 45, 46}","{45, 37, 42, 44, 28, 46}",182.48333333333332,4
4,186.20000000000002,"{42, 44, 28, 47}",2,131.89999999999992,"{45, 46}","{45, 42, 44, 28, 46, 47}",187.54999999999998,4
5,192.2,"{41, 42, 44, 47, 28}",1,126.64999999999992,{45},"{45, 41, 42, 44, 28, 47}",192.9,4
6,195.59999999999997,"{41, 42, 44, 14, 47, 28}",0,118.99999999999993,set(),"{41, 42, 44, 28, 14, 47}",195.59999999999997,4
0,121.16666666666667,set(),0,121.16666666666667,set(),set(),121.16666666666667,5
0,121.16666666666667,set(),2,133.43333333333334,"{37, 45}","{37, 45}",133.43333333333334,5
1,156.3333333333334,{42},1,127.79999999999998,{45},"{42, 45}",159.83333333333337,5
2,178.16666666666669,"{42, 44}",0,121.16666666666667,set(),"{42, 44}",178.16666666666669,5
0,121.16666666666667,set(),4,144.43333333333337,"{32, 37, 45, 46}","{32, 37, 45, 46}",144.43333333333337,5
1,156.3333333333334,{42},3,139.53333333333333,"{37, 45, 46}","{42, 45, 37, 46}",166.08333333333334,5
2,178.16666666666669,"{42, 44}",2,133.43333333333334,"{37, 45}","{42, 45, 44, 37}",180.96666666666667,5
3,188.16666666666669,"{41, 42, 44}",1,127.79999999999998,{45},"{41, 42, 44, 45}",189.49999999999997,5
4,195.3333333333334,"{41, 42, 44, 28}",0,121.16666666666667,set(),"{41, 42, 44, 28}",195.3333333333334,5
0,121.16666666666667,set(),6,154.66666666666663,"{32, 37, 7, 45, 46, 48}","{32, 48, 37, 7, 45, 46}",154.66666666666663,5
1,156.3333333333334,{42},5,149.63333333333333,"{32, 37, 45, 46, 48}","{32, 48, 37, 42, 45, 46}",172.1333333333333,5
2,178.16666666666669,"{42, 44}",4,144.43333333333337,"{32, 37, 45, 46}","{32, 37, 42, 44, 45, 46}",183.36666666666667,5
3,188.16666666666669,"{41, 42, 44}",3,139.53333333333333,"{37, 45, 46}","{37, 41, 42, 44, 45, 46}",191.33333333333331,5
4,195.3333333333334,"{41, 42, 44, 28}",2,133.43333333333334,"{37, 45}","{45, 37, 41, 42, 44, 28}",196.6,5
5,200.50000000000006,"{41, 42, 44, 47, 28}",1,127.79999999999998,{45},"{45, 41, 42, 44, 28, 47}",200.9666666666667,5
6,203.1666666666667,"{41, 42, 44, 14, 47, 28}",0,121.16666666666667,set(),"{41, 42, 44, 28, 14, 47}",203.1666666666667,5
0,121.0,set(),0,121.0,set(),set(),121.0,6
0,121.0,set(),2,132.29523809523803,"{45, 46}","{45, 46}",132.29523809523803,6
1,161.99999999999983,{42},1,126.66666666666663,{45},"{42, 45}",164.7857142857142,6
2,183.14285714285705,"{42, 44}",0,121.0,set(),"{42, 44}",183.14285714285705,6
0,121.0,set(),4,144.06904761904767,"{32, 37, 45, 46}","{32, 37, 45, 46}",144.06904761904767,6
1,161.99999999999983,{42},3,138.22619047619045,"{37, 45, 46}","{42, 45, 37, 46}",170.34285714285713,6
2,183.14285714285705,"{42, 44}",2,132.29523809523803,"{45, 46}","{42, 44, 45, 46}",185.59047619047618,6
3,192.71428571428567,"{42, 44, 28}",1,126.66666666666663,{45},"{42, 45, 44, 28}",193.5,6
4,198.8571428571428,"{41, 42, 44, 28}",0,121.0,set(),"{41, 42, 44, 28}",198.8571428571428,6
0,121.0,set(),6,153.88333333333338,"{32, 37, 7, 45, 46, 48}","{32, 48, 37, 7, 45, 46}",153.88333333333338,6
1,161.99999999999983,{42},5,148.55238095238101,"{32, 37, 45, 46, 48}","{32, 48, 37, 42, 45, 46}",175.952380952381,6
2,183.14285714285705,"{42, 44}",4,144.06904761904767,"{32, 37, 45, 46}","{32, 37, 42, 44, 45, 46}",187.44523809523815,6
3,192.71428571428567,"{42, 44, 28}",3,138.22619047619045,"{37, 45, 46}","{45, 37, 42, 44, 28, 46}",194.90476190476195,6
4,198.8571428571428,"{41, 42, 44, 28}",2,132.29523809523803,"{45, 46}","{45, 41, 42, 44, 28, 46}",200.24761904761905,6
5,203.99999999999994,"{41, 42, 44, 47, 28}",1,126.66666666666663,{45},"{45, 41, 42, 44, 28, 47}",204.4047619047619,6
6,207.28571428571425,"{39, 41, 42, 44, 47, 28}",0,121.0,set(),"{39, 41, 42, 44, 28, 47}",207.28571428571425,6
0,121.75,set(),0,121.75,set(),set(),121.75,7
0,121.75,set(),2,133.01785714285705,"{32, 45}","{32, 45}",133.01785714285705,7
1,167.625,{42},1,127.30357142857143,{45},"{42, 45}",170.24999999999994,7
2,193.0,"{42, 44}",0,121.75,set(),"{42, 44}",193.0,7
0,121.75,set(),4,144.50833333333333,"{32, 37, 45, 46}","{32, 37, 45, 46}",144.50833333333333,7
1,167.625,{42},3,138.39523809523803,"{32, 37, 45}","{32, 42, 45, 37}",174.73690476190475,7
2,193.0,"{42, 44}",2,133.01785714285705,"{32, 45}","{32, 42, 44, 45}",194.73809523809527,7
3,204.5,"{42, 44, 28}",1,127.30357142857143,{45},"{42, 45, 44, 28}",205.03571428571428,7
4,209.0,"{41, 42, 44, 28}",0,121.75,set(),"{41, 42, 44, 28}",209.0,7
0,121.75,set(),6,154.57023809523807,"{32, 34, 37, 7, 45, 46}","{32, 34, 37, 7, 45, 46}",154.57023809523807,7
1,167.625,{42},5,149.54404761904757,"{32, 34, 37, 45, 46}","{32, 34, 37, 42, 45, 46}",179.58690476190472,7
2,193.0,"{42, 44}",4,144.50833333333333,"{32, 37, 45, 46}","{32, 37, 42, 44, 45, 46}",196.32738095238096,7
3,204.5,"{42, 44, 28}",3,138.39523809523803,"{32, 37, 45}","{32, 45, 37, 42, 44, 28}",205.65476190476193,7
4,209.0,"{41, 42, 44, 28}",2,133.01785714285705,"{32, 45}","{32, 45, 41, 42, 44, 28}",209.5952380952381,7
5,212.625,"{41, 42, 44, 24, 28}",1,127.30357142857143,{45},"{45, 24, 41, 42, 44, 28}",212.875,7
6,214.875,"{41, 42, 44, 24, 28, 29}",0,121.75,set(),"{29, 24, 41, 42, 44, 28}",214.875,7
0,123.33333333333336,set(),0,123.33333333333336,set(),set(),123.33333333333336,8
0,123.33333333333336,set(),2,134.64880952380955,"{32, 45}","{32, 45}",134.64880952380955,8
1,174.77777777777789,{42},1,128.81944444444446,{45},"{42, 45}",177.37500000000003,8
2,202.44444444444449,"{42, 44}",0,123.33333333333336,set(),"{42, 44}",202.44444444444449,8
0,123.33333333333336,set(),4,145.99285714285713,"{32, 37, 45, 46}","{32, 37, 45, 46}",145.99285714285713,8
1,174.77777777777789,{42},3,140.09126984126985,"{32, 37, 45}","{32, 42, 45, 37}",181.59325396825398,8
2,202.44444444444449,"{42, 44}",2,134.64880952380955,"{32, 45}","{32, 42, 44, 45}",203.7380952380952,8
3,211.6666666666667,"{42, 44, 28}",1,128.81944444444446,{45},"{42, 45, 44, 28}",211.94444444444446,8
4,215.5555555555556,"{41, 42, 44, 28}",0,123.33333333333336,set(),"{41, 42, 44, 28}",215.5555555555556,8
0,123.33333333333336,set(),6,156.5035714285715,"{32, 37, 7, 45, 46, 48}","{32, 48, 37, 7, 45, 46}",156.5035714285715,8
1,174.77777777777789,{42},5,150.98055555555553,"{32, 37, 45, 46, 48}","{32, 48, 37, 42, 45, 46}",187.68730158730165,8
2,202.44444444444449,"{42, 44}",4,145.99285714285713,"{32, 37, 45, 46}","{32, 37, 42, 44, 45, 46}",204.66269841269835,8
3,211.6666666666667,"{42, 44, 28}",3,140.09126984126985,"{32, 37, 45}","{32, 45, 37, 42, 44, 28}",212.35912698412696,8
4,215.5555555555556,"{41, 42, 44, 28}",2,134.64880952380955,"{32, 45}","{32, 45, 41, 42, 44, 28}",215.88293650793653,8
5,218.55555555555557,"{6, 41, 42, 44, 28}",1,128.81944444444446,{45},"{45, 6, 41, 42, 44, 28}",218.6527777777778,8
6,220.55555555555557,"{6, 39, 41, 42, 44, 28}",0,123.33333333333336,set(),"{6, 39, 41, 42, 44, 28}",220.55555555555557,8
0,124.79999999999995,set(),0,124.79999999999995,set(),set(),124.79999999999995,9
0,124.79999999999995,set(),2,135.93333333333322,"{32, 45}","{32, 45}",135.93333333333322,9
1,179.09999999999997,{42},1,130.1888888888888,{32},"{32, 42}",180.87777777777774,9
2,207.6,"{42, 44}",0,124.79999999999995,set(),"{42, 44}",207.6,9
0,124.79999999999995,set(),4,147.16071428571425,"{32, 37, 45, 46}","{32, 37, 45, 46}",147.16071428571425,9
1,179.09999999999997,{42},3,141.7773809523809,"{32, 37, 45}","{32, 42, 45, 37}",185.71785714285716,9
2,207.6,"{42, 44}",2,135.93333333333322,"{32, 45}","{32, 42, 44, 45}",208.73611111111111,9
3,215.7,"{42, 44, 28}",1,130.1888888888888,{32},"{32, 42, 44, 28}",215.92222222222222,9
4,218.79999999999998,"{42, 44, 28, 14}",0,124.79999999999995,set(),"{42, 44, 28, 14}",218.79999999999998,9
0,124.79999999999995,set(),6,158.01587301587304,"{32, 37, 7, 45, 46, 48}","{32, 48, 37, 7, 45, 46}",158.01587301587304,9
1,179.09999999999997,{42},5,152.3083333333333,"{32, 37, 45, 46, 48}","{32, 48, 37, 42, 45, 46}",191.09801587301587,9
2,207.6,"{42, 44}",4,147.16071428571425,"{32, 37, 45, 46}","{32, 37, 42, 44, 45, 46}",209.52658730158728,9
3,215.7,"{42, 44, 28}",3,141.7773809523809,"{32, 37, 45}","{32, 45, 37, 42, 44, 28}",216.26349206349207,9
4,218.79999999999998,"{42, 44, 28, 14}",2,135.93333333333322,"{32, 45}","{32, 45, 42, 44, 28, 14}",219.1138888888889,9
5,221.0,"{39, 42, 44, 14, 28}",1,130.1888888888888,{32},"{32, 39, 42, 44, 28, 14}",221.10000000000002,9
6,222.6,"{39, 41, 42, 44, 14, 28}",0,124.79999999999995,set(),"{39, 41, 42, 44, 28, 14}",222.6,9
