[k](T+),F(S+),S+,[K-k](T-),F(S-),S-,S+ U S-,F(S+ U S-),graphid
1,90.50079365079364,{41},1,78.03724192474192,{32},"{32, 41}",91.55862193362192,4
2,94.84761904761903,"{41, 44}",0,74.86406401812243,set(),"{41, 44}",94.84761904761903,4
0,74.86406401812243,set(),4,85.76615533589217,"{32, 48, 37, 45}","{32, 48, 37, 45}",85.76615533589217,4
1,90.50079365079364,{41},3,83.36011284467168,"{32, 37, 45}","{32, 41, 45, 37}",95.11428571428571,4
2,94.84761904761903,"{41, 44}",2,80.72215676480383,"{32, 45}","{32, 41, 44, 45}",96.68333333333334,4
3,98.48571428571427,"{41, 42, 44}",1,78.03724192474192,{32},"{32, 41, 42, 44}",98.6690476190476,4
4,100.15238095238094,"{41, 42, 18, 44}",0,74.86406401812243,set(),"{41, 42, 18, 44}",100.15238095238094,4
0,74.86406401812243,set(),6,90.54368409368406,"{32, 34, 37, 7, 45, 48}","{32, 48, 34, 37, 7, 45}",90.54368409368406,4
1,90.50079365079364,{41},5,88.1780330780331,"{32, 37, 7, 45, 48}","{32, 48, 37, 7, 41, 45}",97.2297619047619,4
2,94.84761904761903,"{41, 44}",4,85.76615533589217,"{32, 48, 37, 45}","{32, 48, 37, 41, 44, 45}",98.63095238095237,4
3,98.48571428571427,"{41, 42, 44}",3,83.36011284467168,"{32, 37, 45}","{32, 37, 41, 42, 44, 45}",100.53333333333333,4
4,100.15238095238094,"{41, 42, 18, 44}",2,80.72215676480383,"{32, 45}","{32, 18, 41, 42, 44, 45}",100.90238095238094,4
5,101.55238095238096,"{41, 42, 44, 47, 18}",1,78.03724192474192,{32},"{32, 18, 41, 42, 44, 47}",101.65238095238095,4
6,102.85238095238095,"{39, 41, 42, 44, 47, 18}",0,74.86406401812243,set(),"{18, 39, 41, 42, 44, 47}",102.85238095238095,4
0,97.25089835250746,set(),0,97.25089835250746,set(),set(),97.25089835250746,5
0,97.25089835250746,set(),2,106.61469711233426,"{48, 45}","{48, 45}",106.61469711233426,5
1,128.60263347763347,{42},1,102.93102781462903,{45},"{42, 45}",131.93145743145746,5
2,138.67023809523806,"{42, 44}",0,97.25089835250746,set(),"{42, 44}",138.67023809523806,5
0,97.25089835250746,set(),4,114.47030453490808,"{48, 32, 37, 45}","{48, 32, 37, 45}",114.47030453490808,5
1,128.60263347763347,{42},3,110.64904766001213,"{48, 32, 45}","{48, 42, 32, 45}",135.06515429015428,5
2,138.67023809523806,"{42, 44}",2,106.61469711233426,"{48, 45}","{48, 42, 44, 45}",141.9452380952381,5
3,143.6982683982684,"{24, 42, 44}",1,102.93102781462903,{45},"{24, 42, 44, 45}",144.9482683982684,5
4,147.29826839826836,"{24, 42, 44, 47}",0,97.25089835250746,set(),"{24, 42, 44, 47}",147.29826839826836,5
0,97.25089835250746,set(),6,121.81953494490885,"{32, 37, 7, 45, 46, 48}","{32, 48, 37, 7, 45, 46}",121.81953494490885,5
1,128.60263347763347,{42},5,118.28997762618371,"{32, 37, 45, 46, 48}","{32, 48, 37, 42, 45, 46}",137.90613553113553,5
2,138.67023809523806,"{42, 44}",4,114.47030453490808,"{48, 32, 37, 45}","{48, 32, 37, 42, 44, 45}",142.54999999999998,5
3,143.6982683982684,"{24, 42, 44}",3,110.64904766001213,"{48, 32, 45}","{48, 32, 24, 42, 44, 45}",145.48333333333332,5
4,147.29826839826836,"{24, 42, 44, 47}",2,106.61469711233426,"{48, 45}","{48, 24, 42, 44, 45, 47}",148.18412698412698,5
5,149.96969696969697,"{42, 44, 47, 24, 28}",1,102.93102781462903,{45},"{45, 24, 42, 44, 28, 47}",150.13636363636365,5
6,151.33333333333334,"{41, 42, 44, 47, 24, 28}",0,97.25089835250746,set(),"{24, 41, 42, 44, 28, 47}",151.33333333333334,5
0,103.21452157990244,set(),0,103.21452157990244,set(),set(),103.21452157990244,6
0,103.21452157990244,set(),2,112.79510329553366,"{37, 45}","{37, 45}",112.79510329553366,6
1,160.4953452249505,{42},1,108.32132752680513,{45},"{42, 45}",162.68112026862028,6
2,171.29047619047617,"{42, 44}",0,103.21452157990244,set(),"{42, 44}",171.29047619047617,6
0,103.21452157990244,set(),4,121.67168260390675,"{32, 48, 37, 45}","{32, 48, 37, 45}",121.67168260390675,6
1,160.4953452249505,{42},3,117.13733511392593,"{32, 37, 45}","{32, 42, 45, 37}",164.74220534367592,6
2,171.29047619047617,"{42, 44}",2,112.79510329553366,"{37, 45}","{42, 45, 44, 37}",173.03333333333333,6
3,174.3047619047619,"{42, 44, 28}",1,108.32132752680513,{45},"{42, 45, 44, 28}",175.16666666666669,6
4,176.07142857142856,"{42, 44, 28, 47}",0,103.21452157990244,set(),"{42, 44, 28, 47}",176.07142857142856,6
0,103.21452157990244,set(),6,130.78184887449464,"{32, 37, 7, 45, 46, 48}","{32, 48, 37, 7, 45, 46}",130.78184887449464,6
1,160.4953452249505,{42},5,126.39369481226147,"{32, 37, 45, 46, 48}","{32, 48, 37, 42, 45, 46}",167.0515859140859,6
2,171.29047619047617,"{42, 44}",4,121.67168260390675,"{32, 48, 37, 45}","{32, 48, 37, 42, 44, 45}",174.2214285714286,6
3,174.3047619047619,"{42, 44, 28}",3,117.13733511392593,"{32, 37, 45}","{32, 45, 37, 42, 44, 28}",175.4714285714286,6
4,176.07142857142856,"{42, 44, 28, 47}",2,112.79510329553366,"{37, 45}","{45, 37, 42, 44, 28, 47}",176.56666666666666,6
5,177.57142857142856,"{41, 42, 44, 47, 28}",1,108.32132752680513,{45},"{45, 41, 42, 44, 28, 47}",177.83333333333331,6
6,178.57142857142856,"{41, 42, 43, 44, 47, 28}",0,103.21452157990244,set(),"{41, 42, 43, 44, 28, 47}",178.57142857142856,6
0,107.83169672832011,set(),0,107.83169672832011,set(),set(),107.83169672832011,7
0,107.83169672832011,set(),2,116.10581008688224,"{45, 46}","{45, 46}",116.10581008688224,7
1,185.71396970687593,{42},1,111.73275975429617,{45},"{42, 45}",186.39211285790233,7
2,193.3166666666667,"{42, 44}",0,107.83169672832011,set(),"{42, 44}",193.3166666666667,7
0,107.83169672832011,set(),4,124.67483668343706,"{32, 37, 45, 46}","{32, 37, 45, 46}",124.67483668343706,7
1,185.71396970687593,{42},3,120.34481901380342,"{32, 45, 46}","{32, 42, 45, 46}",187.63270757020757,7
2,193.3166666666667,"{42, 44}",2,116.10581008688224,"{45, 46}","{42, 44, 45, 46}",194.4857142857143,7
3,196.08333333333334,"{42, 44, 47}",1,111.73275975429617,{45},"{42, 44, 45, 47}",196.45238095238093,7
4,197.53333333333333,"{16, 42, 44, 47}",0,107.83169672832011,set(),"{16, 42, 44, 47}",197.53333333333333,7
0,107.83169672832011,set(),6,132.74351433915058,"{32, 37, 7, 45, 46, 48}","{32, 48, 37, 7, 45, 46}",132.74351433915058,7
1,185.71396970687593,{42},5,128.71307601272986,"{32, 37, 45, 46, 48}","{32, 48, 37, 42, 45, 46}",188.62858684143512,7
2,193.3166666666667,"{42, 44}",4,124.67483668343706,"{32, 37, 45, 46}","{32, 37, 42, 44, 45, 46}",194.4857142857143,7
3,196.08333333333334,"{42, 44, 47}",3,120.34481901380342,"{32, 45, 46}","{32, 42, 44, 45, 46, 47}",196.95238095238093,7
4,197.53333333333333,"{16, 42, 44, 47}",2,116.10581008688224,"{45, 46}","{16, 42, 44, 45, 46, 47}",198.23571428571427,7
5,198.78333333333333,"{39, 42, 44, 47, 16}",1,111.73275975429617,{45},"{16, 39, 42, 44, 45, 47}",198.95,7
6,199.58333333333331,"{39, 42, 44, 47, 16, 28}",0,107.83169672832011,set(),"{16, 39, 42, 44, 28, 47}",199.58333333333331,7
0,107.26749505329869,set(),0,107.26749505329869,set(),set(),107.26749505329869,8
0,107.26749505329869,set(),2,115.23343242254771,"{37, 45}","{37, 45}",115.23343242254771,8
1,201.12025987858036,{42},1,111.07786769424796,{45},"{42, 45}",201.98945742939551,8
2,207.78626373626375,"{42, 44}",0,107.26749505329869,set(),"{42, 44}",207.78626373626375,8
0,107.26749505329869,set(),4,123.55150563294568,"{32, 8, 37, 45}","{32, 8, 37, 45}",123.55150563294568,8
1,201.12025987858036,{42},3,119.34319729696978,"{32, 37, 45}","{32, 42, 45, 37}",203.65161276631864,8
2,207.78626373626375,"{42, 44}",2,115.23343242254771,"{37, 45}","{42, 45, 44, 37}",208.1965811965812,8
3,210.10769230769233,"{24, 42, 44}",1,111.07786769424796,{45},"{24, 42, 44, 45}",210.15213675213678,8
4,211.80769230769232,"{24, 42, 44, 12}",0,107.26749505329869,set(),"{24, 42, 44, 12}",211.80769230769232,8
0,107.26749505329869,set(),6,132.30342804601977,"{32, 37, 7, 8, 45, 46}","{32, 37, 7, 8, 45, 46}",132.30342804601977,8
1,201.12025987858036,{42},5,127.82309895289661,"{32, 37, 8, 45, 46}","{32, 37, 8, 42, 45, 46}",205.07041847041847,8
2,207.78626373626375,"{42, 44}",4,123.55150563294568,"{32, 8, 37, 45}","{32, 37, 8, 42, 44, 45}",209.27777777777777,8
3,210.10769230769233,"{24, 42, 44}",3,119.34319729696978,"{32, 37, 45}","{32, 37, 24, 42, 44, 45}",210.73333333333335,8
4,211.80769230769232,"{24, 42, 44, 12}",2,115.23343242254771,"{37, 45}","{45, 37, 24, 42, 44, 12}",211.80769230769232,8
5,212.64102564102566,"{42, 44, 12, 18, 24}",1,111.07786769424796,{45},"{18, 45, 24, 42, 44, 12}",212.64102564102566,8
6,213.33333333333334,"{39, 42, 44, 12, 18, 24}",0,107.26749505329869,set(),"{18, 39, 24, 42, 44, 12}",213.33333333333334,8
0,106.47523814257033,set(),0,106.47523814257033,set(),set(),106.47523814257033,9
0,106.47523814257033,set(),2,113.47945505553861,"{37, 45}","{37, 45}",113.47945505553861,9
1,212.33983588874892,{42},1,110.16990154244016,{45},"{42, 45}",213.25811965811968,9
2,216.64285714285714,"{42, 44}",0,106.47523814257033,set(),"{42, 44}",216.64285714285714,9
0,106.47523814257033,set(),4,120.54234920947641,"{8, 37, 45, 46}","{8, 37, 45, 46}",120.54234920947641,9
1,212.33983588874892,{42},3,117.09129863786609,"{8, 37, 45}","{8, 42, 45, 37}",214.3384587634588,9
2,216.64285714285714,"{42, 44}",2,113.47945505553861,"{37, 45}","{42, 45, 44, 37}",217.27777777777777,9
3,218.04285714285714,"{42, 44, 39}",1,110.16990154244016,{45},"{42, 44, 45, 39}",218.08730158730157,9
4,219.14285714285714,"{42, 44, 28, 39}",0,106.47523814257033,set(),"{42, 44, 28, 39}",219.14285714285714,9
0,106.47523814257033,set(),6,127.93390106203931,"{37, 7, 8, 45, 46, 48}","{48, 37, 7, 8, 45, 46}",127.93390106203931,9
1,212.33983588874892,{42},5,124.12055362277204,"{37, 7, 8, 45, 46}","{37, 7, 8, 42, 45, 46}",214.7851037851038,9
2,216.64285714285714,"{42, 44}",4,120.54234920947641,"{8, 37, 45, 46}","{37, 8, 42, 44, 45, 46}",217.31111111111113,9
3,218.04285714285714,"{42, 44, 39}",3,117.09129863786609,"{8, 37, 45}","{37, 39, 8, 42, 44, 45}",218.2,9
4,219.14285714285714,"{42, 44, 28, 39}",2,113.47945505553861,"{37, 45}","{45, 37, 39, 42, 44, 28}",219.16666666666669,9
5,220.0,"{39, 42, 44, 13, 28}",1,110.16990154244016,{45},"{28, 45, 39, 42, 44, 13}",220.0,9
6,220.0,"{39, 42, 44, 13, 28}",0,106.47523814257033,set(),"{28, 39, 42, 44, 13}",220.0,9
0,104.43712401980396,set(),0,104.43712401980396,set(),set(),104.43712401980396,10
0,104.43712401980396,set(),2,110.01922764619887,"{37, 45}","{37, 45}",110.01922764619887,10
1,220.10950854700855,{44},1,107.15490959436615,{45},"{44, 45}",220.19727698771814,10
2,221.5,"{42, 44}",0,104.43712401980396,set(),"{42, 44}",221.5,10
0,104.43712401980396,set(),4,116.15117681107081,"{32, 37, 45, 46}","{32, 37, 45, 46}",116.15117681107081,10
1,220.10950854700855,{44},3,113.02537092234579,"{37, 45, 46}","{45, 44, 37, 46}",220.3763528138528,10
2,221.5,"{42, 44}",2,110.01922764619887,"{37, 45}","{42, 45, 44, 37}",221.57142857142856,10
3,222.0,"{42, 44, 14}",1,107.15490959436615,{45},"{42, 44, 45, 14}",222.0,10
4,222.0,"{42, 44, 14}",0,104.43712401980396,set(),"{42, 44, 14}",222.0,10
0,104.43712401980396,set(),6,122.66490496476506,"{32, 37, 7, 8, 45, 46}","{32, 37, 7, 8, 45, 46}",122.66490496476506,10
1,220.10950854700855,{44},5,119.34136614440935,"{32, 37, 8, 45, 46}","{32, 37, 8, 44, 45, 46}",220.55604395604396,10
2,221.5,"{42, 44}",4,116.15117681107081,"{32, 37, 45, 46}","{32, 37, 42, 44, 45, 46}",221.57142857142856,10
3,222.0,"{42, 44, 14}",3,113.02537092234579,"{37, 45, 46}","{37, 46, 42, 44, 45, 14}",222.0,10
4,222.0,"{42, 44, 14}",2,110.01922764619887,"{37, 45}","{37, 42, 44, 45, 14}",222.0,10
5,222.0,"{42, 44, 14}",1,107.15490959436615,{45},"{42, 44, 45, 14}",222.0,10
6,222.0,"{42, 44, 14}",0,104.43712401980396,set(),"{42, 44, 14}",222.0,10
0,102.22207225585376,set(),0,102.22207225585376,set(),set(),102.22207225585376,11
0,102.22207225585376,set(),2,107.14019585593006,"{37, 45}","{37, 45}",107.14019585593006,11
1,222.76724137931035,{44},1,104.62402905542871,{45},"{44, 45}",222.76724137931035,11
2,223.51724137931035,"{44, 13}",0,102.22207225585376,set(),"{44, 13}",223.51724137931035,11
0,102.22207225585376,set(),4,112.4966887809136,"{48, 37, 45, 46}","{48, 37, 45, 46}",112.4966887809136,11
1,222.76724137931035,{44},3,109.7622630003192,"{37, 45, 46}","{45, 44, 37, 46}",222.78571428571428,11
2,223.51724137931035,"{44, 13}",2,107.14019585593006,"{37, 45}","{45, 37, 44, 13}",223.53571428571428,11
3,224.0,"{0, 44, 13}",1,104.62402905542871,{45},"{0, 45, 44, 13}",224.0,11
4,224.0,"{0, 44, 13}",0,102.22207225585376,set(),"{0, 44, 13}",224.0,11
0,102.22207225585376,set(),6,118.20715222873118,"{32, 34, 37, 45, 46, 48}","{32, 48, 34, 37, 45, 46}",118.20715222873118,11
1,222.76724137931035,{44},5,115.29571353120042,"{32, 37, 45, 46, 48}","{32, 48, 37, 44, 45, 46}",222.8269230769231,11
2,223.51724137931035,"{44, 13}",4,112.4966887809136,"{48, 37, 45, 46}","{48, 45, 37, 44, 13, 46}",223.55555555555554,11
3,224.0,"{0, 44, 13}",3,109.7622630003192,"{37, 45, 46}","{0, 45, 37, 44, 13, 46}",224.0,11
4,224.0,"{0, 44, 13}",2,107.14019585593006,"{37, 45}","{0, 45, 37, 44, 13}",224.0,11
5,224.0,"{0, 44, 13}",1,104.62402905542871,{45},"{0, 45, 44, 13}",224.0,11
6,224.0,"{0, 44, 13}",0,102.22207225585376,set(),"{0, 44, 13}",224.0,11
0,99.81080216190242,set(),0,99.81080216190242,set(),set(),99.81080216190242,12
0,99.81080216190242,set(),2,104.28930616576527,"{45, 37}","{45, 37}",104.28930616576527,12
1,224.0,{44},1,102.01156573011333,{37},"{44, 37}",224.0,12
2,224.0,{44},0,99.81080216190242,set(),{44},224.0,12
0,99.81080216190242,set(),4,109.15591278204299,"{48, 45, 37, 46}","{48, 45, 37, 46}",109.15591278204299,12
1,224.0,{44},3,106.67345604652236,"{45, 37, 46}","{37, 44, 45, 46}",224.0,12
2,224.0,{44},2,104.28930616576527,"{45, 37}","{37, 44, 45}",224.0,12
3,224.0,{44},1,102.01156573011333,{37},"{44, 37}",224.0,12
4,224.0,{44},0,99.81080216190242,set(),{44},224.0,12
0,99.81080216190242,set(),6,114.4824053897459,"{3, 37, 8, 45, 46, 48}","{48, 3, 37, 8, 45, 46}",114.4824053897459,12
1,224.0,{44},5,111.75658948481471,"{3, 37, 45, 46, 48}","{48, 3, 37, 44, 45, 46}",224.0,12
2,224.0,{44},4,109.15591278204299,"{48, 45, 37, 46}","{48, 37, 44, 45, 46}",224.0,12
3,224.0,{44},3,106.67345604652236,"{45, 37, 46}","{37, 44, 45, 46}",224.0,12
4,224.0,{44},2,104.28930616576527,"{45, 37}","{37, 44, 45}",224.0,12
5,224.0,{44},1,102.01156573011333,{37},"{44, 37}",224.0,12
6,224.0,{44},0,99.81080216190242,set(),{44},224.0,12
